cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,full_name
4412720000000000.0,fraud_Lynch Ltd,shopping_pos,686.99,Richard,Marshall,M,295 Page Creek Suite 181,Greenbush,VA,23357,37.7681,-75.6664,776,Psychiatrist,1949,d55ae3193c56ed00263c548f2a99ce3b,1386368034,37.200888,-76.142348,1,Richard Marshall
4681700000000.0,"fraud_Kling, Howe and Schneider",home,79.79,Joseph,Gonzalez,M,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",1978,3e27ca26ca2a198e86c789a5cb5723fd,1377886356,35.814018,-86.12846,0,Joseph Gonzalez
3598220000000000.0,"fraud_McDermott, Osinski and Morar",home,1.14,Ashley,Lopez,F,9333 Valentine Point,Bellmore,NY,11710,40.6729,-73.5365,34496,"Librarian, public",1970,14e63510b8216c86ba04534d09173931,1372028231,40.438224,-72.938922,0,Ashley Lopez
36890300000000.0,fraud_Huel-Langworth,misc_net,12.16,Kimberly,Webb,F,380 Martin Mission,Girard,GA,30426,33.0437,-81.7106,1100,"Conservator, museum/gallery",1950,8fea153e8b0f36d2a9deddaa6cb1f6ca,1374539228,33.683309,-80.740603,0,Kimberly Webb
4.18183e+18,"fraud_Bernier, Streich and Jewess",grocery_net,28.03,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988,1e1a608e264d17a9e64715d31bc5884f,1373681787,37.207196,-105.440646,0,Jessica Potter
573860000000.0,fraud_O'Keefe-Hudson,grocery_pos,32.76,Cristian,Jones,M,0423 Kirby Field Suite 623,Wilmette,IL,60091,42.0765,-87.7246,27020,Trade mark attorney,1986,e59caec7a08ffb54ef3cce8bbc06b737,1385795429,42.786018,-87.803109,0,Cristian Jones
4423490000000000.0,"fraud_Reichert, Shanahan and Hayes",shopping_net,1.62,Christopher,Ortega,M,5045 Emily Wall,Princeton,IA,52768,41.6858,-90.3706,1426,Agricultural consultant,1957,d69af3c7b3e17948db9c3058842b810b,1388193719,42.465544,-90.602322,0,Christopher Ortega
4809700000000.0,fraud_Christiansen-Gusikowski,misc_pos,15.35,Sabrina,Nolan,F,312 Eric Expressway Apt. 014,Phenix City,AL,36869,32.4204,-85.0796,59744,Chemical engineer,1984,9f1195ed5321dd8656efbd1b1bc773f0,1377336793,32.552903,-85.745403,0,Sabrina Nolan
6011400000000000.0,"fraud_Schaefer, Maggio and Daugherty",gas_transport,48.79,Maria,Roy,F,58665 Nicholas Ford Suite 348,Sheffield,MA,1257,42.1001,-73.3611,2121,Radio producer,1973,b6946756b21c47aaa968157ac3e782f2,1387788294,41.228179,-73.136786,0,Maria Roy
4727240000000000.0,fraud_Lemke-Gutmann,shopping_net,855.28,Mary,Lewis,F,118 Justin Extension,Bay Minette,AL,36507,30.8635,-87.7644,19090,Science writer,1929,348e68dd4bf32d012aca5defceabd795,1375742315,31.563648,-87.106188,1,Mary Lewis
4.71083e+18,fraud_Fadel Inc,health_fitness,23.91,Juan,Henry,M,9795 Lori Island Suite 346,Turner,MT,59542,48.8328,-108.3961,192,Further education lecturer,1964,9fc21f4db6644e59b7d2e806d6ab9453,1380843694,48.361366,-108.898699,1,Juan Henry
4658490000000000.0,"fraud_Bernhard, Grant and Langworth",shopping_pos,675.79,Tara,Richards,F,4879 Cristina Station,Keisterville,PA,15449,39.9636,-79.7853,184,Systems developer,1945,a2939872e2c7066c84eb872809edb828,1377383647,40.145879,-79.478815,1,Tara Richards
6517220000000000.0,fraud_Zulauf LLC,personal_care,101.21,James,Reese,M,26975 Richardson Mills Apt. 402,Sontag,MS,39665,31.6453,-90.1801,1196,"Librarian, academic",1958,f76e01eb0130173a1e9ca9c59658f563,1377608130,32.433962,-89.359591,0,James Reese
4841310000000000.0,"fraud_Douglas, DuBuque and McKenzie",travel,425.86,Omar,Gay,M,2161 Blankenship Freeway,West Hartford,VT,5084,43.7185,-72.4439,140,"Development worker, community",1989,fd97c1a55e705a96534ba4fc7fe20a1c,1374182110,44.51772,-71.759607,0,Omar Gay
348254000000000.0,fraud_Goodwin-Nitzsche,grocery_pos,117.01,Thomas,Gibson,M,32745 Silva Springs Suite 040,Grand Bay,AL,36541,30.4983,-88.3282,15647,Armed forces logistics/support/administrative officer,1948,8ea9587000df892bfe5b98a18bedb93c,1379216290,30.721987,-89.005143,0,Thomas Gibson
3587040000000000.0,fraud_Cassin-Harvey,grocery_net,10.13,Christian,Roman,M,495 Fisher Throughway,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing/textile technologist,1974,10ba92f5499bb8f3bb8e48acfe362a1f,1385521121,35.353286,-89.585822,1,Christian Roman
4640400000000.0,fraud_Huel-Langworth,misc_net,12.6,Melissa,Krause,F,67632 Martin Gateway,Fordoche,LA,70732,30.6576,-91.6264,1178,Community education officer,1951,b871a8840ea80878430bc71b2975fe75,1388280468,30.279982,-91.223349,0,Melissa Krause
4452370000000000.0,"fraud_Gottlieb, Considine and Schultz",shopping_net,8.13,Linda,Davis,F,6602 Ortiz Pine Apt. 179,Blooming Grove,TX,76626,32.0758,-96.701,1563,Financial adviser,1978,50d1804a40cc382d5d1463e27b72a8ff,1376865432,32.73609,-95.762027,0,Linda Davis
2242540000000000.0,fraud_Labadie LLC,personal_care,1.21,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,1996,524798ca5f6e6ce009c00665925a063c,1376072344,39.277123,-85.271931,0,Samuel Jenkins
675910000000.0,"fraud_Streich, Hansen and Veum",gas_transport,58.14,Christopher,Henry,M,1198 Robert Stravenue Apt. 479,Armonk,NY,10504,41.136,-73.7009,7987,Television/film/video producer,1964,7981ada68ac20715ce700498ae308159,1387448682,42.091926,-72.855534,0,Christopher Henry
3591920000000000.0,"fraud_Altenwerth, Cartwright and Koss",shopping_net,1153.76,Brian,Williams,M,32941 Krystal Mill Apt. 552,Titusville,FL,32780,28.5697,-80.8191,54767,Set designer,1987,2d9816124ad414a206011edccf6f7537,1386543749,27.955886,-80.790958,1,Brian Williams
377835000000000.0,"fraud_Bernhard, Grant and Langworth",shopping_pos,4.01,Michael,Jackson,M,539 Underwood Divide,Pea Ridge,AR,72751,36.4539,-94.118,6434,Product designer,1967,e366d8c3034c8bbbd313a7cf54d06b23,1379988456,35.849745,-94.70093,0,Michael Jackson
373905000000000.0,fraud_Larkin Ltd,kids_pets,67.64,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,1970,5023d2590f0c4d099ab4ed49ffc812c2,1372376064,32.728153,-98.607222,0,Sarah Bishop
343746000000000.0,"fraud_Kutch, Steuber and Gerhold",food_dining,28.25,Jeffrey,Munoz,M,836 Stephanie Union,Cedar,MI,49621,44.8605,-85.8138,3096,"Social research officer, government",1975,ab10675c73b45b54aace38445244b873,1387554727,44.178602,-85.997524,0,Jeffrey Munoz
4.90663e+18,fraud_Gutmann-Upton,misc_pos,7.98,Charles,Moreno,M,838 Franklin Prairie Apt. 902,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,1987,1f4b836520d2eb8793933302b17fd579,1387302730,24.694029,-80.444733,0,Charles Moreno
630442000000.0,"fraud_Greenholt, Jacobi and Gleason",gas_transport,49.51,Susan,Washington,F,759 Erin Mount Suite 956,May,TX,76857,31.9571,-98.9656,1791,Corporate investment banker,1965,5d1917aae09bc1148631b37457007bfa,1382402105,31.886765,-99.594447,0,Susan Washington
2283740000000000.0,"fraud_Schmeler, Bashirian and Price",shopping_net,8.49,Shannon,Williams,F,9345 Spencer Junctions Suite 183,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,1997,5e6506d8adc13b7207f6042385cd8ce3,1379196336,33.126738,-84.197566,0,Shannon Williams
4.85549e+18,fraud_Gleason-Macejkovic,shopping_net,114.01,Jeremy,Roberson,M,25887 Martin Inlet,Graniteville,VT,5654,44.1554,-72.4847,970,Agricultural consultant,1993,ffc87f815ad4f1df0e577a911c8206b8,1387345105,43.664751,-73.26688,0,Jeremy Roberson
3583790000000000.0,fraud_Heathcote LLC,shopping_net,4.01,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,1970,83cd67efc3f02ba41612eaf29321de35,1384190139,34.351499,-99.060393,0,Beth Lambert
342036000000000.0,fraud_Kuphal-Toy,food_dining,85.94,Jennifer,Carrillo,F,334 Adam Mountains Apt. 868,Manquin,VA,23106,37.7184,-77.186,976,"Engineer, automotive",1999,e7a64c55e554bfb2428a759623be93d6,1378487647,36.885806,-76.570861,0,Jennifer Carrillo
4129770000000000.0,"fraud_Conroy, Balistreri and Gorczany",health_fitness,17.82,Cheryl,Ballard,F,248 James Squares Apt. 838,Halstad,MN,56548,47.3551,-96.798,771,"Scientist, audiological",1972,86760f340874656ceb235b9b5d4966a7,1381762550,47.952192,-97.171577,1,Cheryl Ballard
3520550000000000.0,"fraud_Bernhard, Grant and Langworth",shopping_pos,116.05,Micheal,Walters,M,15315 Vaughn Park Suite 356,Hovland,MN,55606,47.8342,-90.0476,272,Freight forwarder,2001,53e9035acad98160ddcfbff53c128f83,1380463936,47.503581,-89.472457,0,Micheal Walters
3592930000000000.0,"fraud_Ferry, Reichel and DuBuque",grocery_net,107.05,Dylan,Garcia,M,923 Jordan Road,Afton,MN,55001,44.8696,-92.8234,2916,Barrister's clerk,1935,18471a93824b51ba45942af1abbc45e1,1387770624,44.235665,-93.001168,0,Dylan Garcia
675946000000.0,fraud_Spencer PLC,entertainment,73.48,Ellen,Smith,F,285 George Lake,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Podiatrist,2000,874baa111b6128a89bd1e745e2edef88,1379082865,40.378854,-81.258875,0,Ellen Smith
342952000000000.0,fraud_Stamm-Witting,shopping_net,833.88,Kayla,Jones,F,6033 Young Track Suite 804,East Canaan,CT,6024,42.0158,-73.2913,647,Comptroller,1987,f003e39e2460b84ff49a4abce23ab723,1379302259,42.703154,-73.645821,1,Kayla Jones
3501370000000000.0,"fraud_Nicolas, Hills and McGlynn",entertainment,110.22,Danielle,Allen,F,87198 Macias Drive Suite 389,Loving,NM,88256,32.274,-104.0914,1925,Educational psychologist,1952,043ba7d03eead0de8da7096eeaca41d0,1383313703,33.185357,-105.090055,0,Danielle Allen
630426000000.0,fraud_Prohaska-Murray,gas_transport,56.99,Bryan,Miller,M,411 Laurie Fords,Cass,WV,24927,38.388,-79.9906,365,Special effects artist,1970,db97a7358e341c5f536f41fad08694d1,1380786484,37.724093,-80.004932,0,Bryan Miller
501883000000.0,fraud_Beier-Hyatt,shopping_pos,906.83,Melissa,Phillips,F,5069 Scott Pass Apt. 654,Meadville,MS,39653,31.4285,-90.8578,2799,"Therapist, horticultural",1961,9fa628cd240b2664cd890c3c4bdd9ef7,1373669637,31.723859,-91.18125,1,Melissa Phillips
213161000000000.0,fraud_Zemlak Group,misc_net,126.01,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,1963,09d9df6d679dde357077d2fbbadb33e2,1387104482,33.507405,-86.238476,0,Alyssa Morgan
3560800000000000.0,fraud_Kunde-Sanford,misc_net,2.79,Janet,Turner,F,0925 Lang Extensions,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,1989,4c0129dc01b915eb2b7311aa7c36ce79,1385678500,47.08198,-101.908132,0,Janet Turner
3566880000000000.0,fraud_Cormier LLC,shopping_net,94.55,Adam,Mcdonald,M,997 Cameron Meadow Apt. 980,South Hero,VT,5486,44.64,-73.3113,1654,Transport planner,1991,e9c2030c9d42d0ed485cc1b2fac3c9eb,1376729248,43.680104,-73.548377,0,Adam Mcdonald
4570640000000000.0,fraud_Hirthe-Beier,health_fitness,15.12,Christine,Leblanc,F,5097 Jodi Vista Suite 811,Deltona,FL,32725,28.8989,-81.2473,88735,Commercial horticulturist,1988,8b485afa6778d466a2bcbf50e3175f51,1385336663,28.582816,-81.481223,0,Christine Leblanc
2714020000000000.0,fraud_Kuhic Inc,grocery_pos,273.2,Christina,Moore,F,542 Finley Ports Apt. 396,West Finley,PA,15377,39.9914,-80.4408,724,Theme park manager,1995,08b4356b5a9d51f2b3f024d74f2783dc,1387155654,39.923508,-79.920082,1,Christina Moore
2242540000000000.0,fraud_White and Sons,home,25.43,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,1996,c6bc62f0dd63a482ca5397a326bf4310,1386426426,37.810697,-85.516874,0,Samuel Jenkins
4.72584e+18,"fraud_Turner, Ruecker and Parisian",misc_pos,9.29,Elizabeth,Mckee,F,358 Pruitt Square,Jay,FL,32565,30.8985,-87.1332,5719,Higher education careers adviser,1994,8edc1be7a04f4a7a3b961b805c9665e6,1375577487,30.502501,-87.955677,1,Elizabeth Mckee
3559720000000000.0,fraud_Ledner-Pfannerstill,gas_transport,62.54,Matthew,Huerta,M,622 Williams Trafficway,Ringwood,IL,60072,42.4048,-88.3054,928,Outdoor activities/education manager,1985,059cb5cdac2a7c2567616cddab031d96,1376046738,42.280808,-88.656002,0,Matthew Huerta
676369000000.0,fraud_Wolf Inc,grocery_pos,49.81,David,Wolfe,M,81261 Garcia Underpass Suite 741,Southfield,MI,48034,42.4969,-83.2911,75830,"Engineer, automotive",1974,83c9f9caf380f909c247f9142d8fc184,1375493076,41.66479,-83.393297,0,David Wolfe
344342000000000.0,fraud_Pouros-Conroy,shopping_pos,922.5,Ruth,Fuller,F,37732 Joe Courts Apt. 752,Darien,GA,31305,31.3826,-81.4312,5989,Tax adviser,1967,b92c802d0f1b68fcdf4e6aa1d382de1d,1381272465,32.279849,-80.66596,1,Ruth Fuller
2233880000000000.0,fraud_Bradtke PLC,grocery_pos,122.4,Jamie,Robinson,F,67089 Caitlin Meadow Apt. 905,Sturgis,MS,39769,33.357,-89.0473,1923,Medical physicist,1960,b1d6bf8d3a4ca6655031489792cf4919,1385801844,32.630931,-88.535959,0,Jamie Robinson
213157000000000.0,fraud_Windler LLC,kids_pets,57.73,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,1982,647c11b06033dae94b177105ce8ea093,1382704329,34.907629,-117.317877,0,Adam Santos
4917190000000000.0,fraud_Beier and Sons,home,8.0,Joel,Rivera,M,121 Solis Summit Apt. 934,Tryon,OK,74875,35.8759,-96.9623,1165,"Psychotherapist, child",1944,7e4a058f4645c6f882dda51f74e12e04,1373826738,36.801205,-96.220586,0,Joel Rivera
180047000000000.0,fraud_Block Group,misc_pos,5.41,Jared,Camacho,M,4257 Perez Mall,Canton,OH,44702,40.8027,-81.3739,192805,Building control surveyor,1963,c619c658bf9a606c611d41a68781a98a,1388230226,40.110343,-81.43571,0,Jared Camacho
4195740000000.0,"fraud_Connelly, Reichert and Fritsch",gas_transport,8.2,Benjamin,Robinson,M,0701 John Ranch,Portland,OR,97210,45.5303,-122.7033,841711,"Engineer, building services",1963,069c9549a8384f758c5d2a83299c7b1a,1374462686,45.125215,-123.364694,1,Benjamin Robinson
4.18183e+18,fraud_Bernhard Inc,gas_transport,37.25,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988,9ded2690aa0c269594fecc4ee21f0924,1376103811,36.375257,-104.879983,0,Jessica Potter
4998110000000000.0,fraud_Pouros-Conroy,shopping_pos,43.94,Mary,Pruitt,F,2819 Luke Greens Suite 563,Kansas City,MO,64114,38.9621,-94.5959,545147,Counsellor,1987,0a95738b7bc68401937fbb367a252c9f,1375653927,38.022305,-95.571907,0,Mary Pruitt
213181000000000.0,fraud_Kris-Padberg,shopping_pos,866.41,Kayla,Sutton,F,010 Weaver Land,Carlotta,CA,95528,40.507,-123.9743,1139,"Therapist, occupational",1951,7f1539f5bca55a223568993df5f168f8,1386627979,40.040928,-124.414258,1,Kayla Sutton
340954000000000.0,fraud_McCullough LLC,misc_pos,68.73,Tyler,Wright,M,615 Clarke Spring Apt. 172,Warren,MI,48088,42.5164,-82.9832,134056,"Doctor, hospital",1980,33d27fa6412882c65360be8fdc74d637,1383319788,41.960769,-82.209293,0,Tyler Wright
4173950000000000.0,"fraud_Schiller, Blanda and Johnson",home,10.11,Stephen,Marshall,M,47144 Roberts Keys,Monmouth Beach,NJ,7750,40.333,-73.9809,3279,Health promotion specialist,1978,ccb49191eb5852a234d391d0b84209e8,1373239617,40.387778,-73.467942,0,Stephen Marshall
2383460000000000.0,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,130.19,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,1956,b4f99b180481e4e9dd169007762737cf,1382701139,44.63697,-70.719667,0,Patrick Vaughan
30150700000000.0,"fraud_Streich, Hansen and Veum",gas_transport,52.5,Raymond,Lloyd,M,5930 Rebecca Bridge Apt. 444,Paint Rock,AL,35764,34.7031,-86.3068,653,Paediatric nurse,1966,2301a938dc3e239f7de7573efd209af6,1387771319,35.061911,-85.454951,0,Raymond Lloyd
4710790000000000.0,fraud_Pacocha-O'Reilly,grocery_pos,60.5,Justin,Bell,M,954 Green Wall,Churubusco,IN,46723,41.229,-85.3244,7692,"Research officer, trade union",1986,5a145fe8d58fd1652fcbb6d679ab2080,1385812126,41.155919,-84.606663,0,Justin Bell
6506120000000000.0,fraud_Bernier and Sons,kids_pets,63.99,Kimberly,Rice,F,63991 Destiny Rue Apt. 651,Tyler,TX,75703,32.2768,-95.3031,144160,Sports development officer,1984,d90898a38be898826dff046053589d45,1382296658,31.856509,-95.338275,0,Kimberly Rice
4173950000000000.0,fraud_Price Inc,shopping_net,965.21,Stephen,Marshall,M,47144 Roberts Keys,Monmouth Beach,NJ,7750,40.333,-73.9809,3279,Health promotion specialist,1978,dd5b908887b0c41ad3aeed439008afd6,1378852945,40.914549,-73.218495,1,Stephen Marshall
3589290000000000.0,fraud_Stamm-Rodriguez,misc_pos,1.13,Paula,Estrada,F,350 Stacy Glens,Spencer,SD,57374,43.7557,-97.5936,343,"Development worker, international aid",1972,04f26300ad6e78c2b8f2d80d394b12ec,1375044040,43.187732,-97.798282,0,Paula Estrada
4635330000000000.0,fraud_Romaguera Ltd,health_fitness,6.3,Christina,Rose,F,1984 Taylor Island Suite 836,Falls Church,VA,22046,38.8856,-77.1802,116155,Chartered accountant,1983,c4238ba18fcc90cdc4dec375b55e882e,1387899585,37.908956,-76.643204,0,Christina Rose
372965000000000.0,"fraud_Tillman, Fritsch and Schmitt",misc_net,902.71,Debbie,Robbins,F,53199 Laurie Mills Apt. 864,Kirtland,NM,87417,36.741,-108.351,6910,TEFL teacher,1956,b7cbd2ca5d9b1a2083fea80070f3ddc2,1380324647,35.890994,-107.402644,1,Debbie Robbins
30199600000000.0,fraud_Stoltenberg-Beatty,shopping_pos,896.5,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,1977,0826e227950f34b3d624a0994e118c52,1375838653,33.653558,-96.236969,1,Theresa Powell
372382000000000.0,"fraud_Schmeler, Bashirian and Price",shopping_net,992.81,Brent,Terrell,M,502 Rice Plaza Apt. 979,Port Ewen,NY,12466,41.8948,-73.9767,2471,Heritage manager,1966,5aaec2993e5dbc39489895ef2f8dce7f,1377123625,42.112889,-74.14336,1,Brent Terrell
571365000000.0,"fraud_Goldner, Kovacek and Abbott",grocery_pos,106.6,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995,f8882079e979dfae0c9a2d2a880a415e,1373175479,44.212442,-86.534397,0,Barbara Taylor
6596740000000000.0,"fraud_Kutch, Hermiston and Farrell",gas_transport,51.59,Spencer,Williams,M,1145 Tony Drive Suite 080,Watertown,MN,55388,44.9595,-93.8482,5619,Licensed conveyancer,1959,ae3a5a7bc703dd44aa662f1d7f4bb314,1379739785,45.414936,-93.755571,0,Spencer Williams
3568260000000000.0,"fraud_Schultz, Simonis and Little",grocery_pos,93.19,Timothy,Gomez,M,707 Anthony Causeway,Leo,IN,46765,41.2249,-85.0301,5341,Biomedical engineer,1994,a0b59b967b904cc4d71306958c196d87,1372574665,40.572337,-84.046809,0,Timothy Gomez
38199000000000.0,fraud_Bernier and Sons,kids_pets,44.83,Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,43.196,-72.3001,477,Naval architect,1988,2ea3cb1473fd18371939403dfeeb1b93,1386342226,43.87366,-71.697375,0,Jesse Roberts
180073000000000.0,fraud_Sawayn PLC,shopping_pos,9.56,Cody,Miller,M,25748 John Wells,Mooresville,NC,28117,35.584,-80.8685,69793,Control and instrumentation engineer,1953,ae55b038425edff67376e17fcaf7afea,1379401939,35.907226,-81.57197,0,Cody Miller
4149640000000.0,fraud_Crona and Sons,kids_pets,32.8,Samuel,Farrell,M,428 Michael Tunnel Apt. 377,Cleveland,AL,35049,33.9778,-86.5598,3996,Aid worker,1977,71ec0e4ff5c7bf1c7507d1f92d4a13c5,1385047804,34.411949,-87.012724,0,Samuel Farrell
375849000000000.0,fraud_Ruecker-Mayert,kids_pets,10.21,Dale,Smith,M,25036 Contreras Turnpike Suite 270,Purmela,TX,76566,31.4841,-97.9903,258,Web designer,1943,f0475f69cc6534b824f71baaaf5881a4,1388324572,30.844961,-97.57893,0,Dale Smith
3549200000000000.0,fraud_Shields Inc,grocery_net,117.04,Larry,Williams,M,6274 David Oval Suite 725,Scarborough,ME,4074,43.5835,-70.3457,18760,Make,1933,5c63c5b2e01c4ccd25806b5aa21beae0,1381976109,44.431811,-71.157957,0,Larry Williams
3502090000000000.0,"fraud_Robel, Cummerata and Prosacco",gas_transport,69.23,Scott,Martin,M,31472 Cody Place Suite 740,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,1976,eb221f8ea01e650c1902936fb24a308c,1379484806,38.321611,-77.020931,0,Scott Martin
571465000000.0,"fraud_Graham, Hegmann and Hammes",food_dining,55.37,Louis,Fisher,M,45654 Hess Rest,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Freight forwarder,1976,9bc0d70f15aa14cf5c4ab575780177e8,1378317357,43.521177,-108.593797,0,Louis Fisher
30074700000000.0,fraud_Botsford PLC,home,16.34,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,1993,fa4ea4a35ae200833370ccccb287f11e,1385134925,37.538784,-100.709685,0,Kelsey Richards
4.7973e+18,fraud_Lynch-Wisozk,home,24.5,Erica,Briggs,F,3310 Davidson Spurs Apt. 107,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,1991,15ab589891b306e13e7fa2c020a92836,1373112313,39.427892,-85.841558,0,Erica Briggs
213194000000000.0,fraud_Reilly and Sons,health_fitness,73.0,James,Hunt,M,7369 Gabriel Tunnel,Pointe Aux Pins,MI,49775,45.7549,-84.447,95,Electrical engineer,1994,eab56695cf92921d7bd72c50540887b6,1385937029,44.850028,-84.928642,0,James Hunt
30501600000000.0,fraud_Cormier LLC,health_fitness,39.24,Amanda,Smith,F,180 Graves Shore,Scotia,SC,29939,32.6786,-81.2455,302,Magazine features editor,1973,704ea0ab243d58af7594652a59790c8b,1386683798,33.181405,-81.991591,0,Amanda Smith
4634960000000000.0,fraud_Botsford Ltd,shopping_pos,1319.97,Mackenzie,Smith,F,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745,"Engineer, automotive",1973,3f039e6f6df9f883e39f3b7b6b782a9c,1376532483,42.276801,-95.911843,1,Mackenzie Smith
3506040000000000.0,fraud_Cassin-Harvey,grocery_net,60.18,Christine,Burns,F,343 Hannah Parkway,Comfort,WV,25049,38.1372,-81.5962,630,Fine artist,1959,69a146e4dc17abca7d424116f4226ecf,1376699719,39.083736,-81.915641,0,Christine Burns
4069980000000000.0,fraud_Daugherty LLC,kids_pets,105.33,Kimberly,Martin,F,1943 Dennis Inlet Suite 145,Hurricane,WV,25526,38.4257,-81.9943,21902,Sub,1980,06ae5816cce3597949494622b043d7c8,1372535869,37.677321,-81.546365,0,Kimberly Martin
570273000000.0,fraud_Jast-McDermott,shopping_pos,872.35,Peter,Edwards,M,96122 Steven Flat,Allentown,GA,31003,32.6064,-83.2095,112,"Lecturer, higher education",1965,5b864f8834addb65da288ddf695bba2d,1378684248,33.007942,-82.98498,1,Peter Edwards
3582400000000000.0,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,8.12,Michele,Patrick,F,557 Lynn Garden Suite 907,Spirit Lake,ID,83869,47.9657,-116.868,4161,Production manager,1957,eaf9f04d458e39d6b4c171be3928e76b,1377482741,47.102933,-116.438564,0,Michele Patrick
3528230000000000.0,"fraud_Schultz, Simonis and Little",grocery_pos,326.49,Lauren,Moreno,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940,96fb1e00060b63140d16a3fe25fdc018,1372476721,40.115189,-75.488261,1,Lauren Moreno
2286240000000000.0,"fraud_Reinger, Weissnat and Strosin",food_dining,13.81,Morgan,Murray,F,2788 Brittney Island,Blairstown,MO,64726,38.5319,-93.9221,467,Agricultural consultant,1950,7f398d0a940e99b54fd78f17273db076,1387049124,37.737373,-94.172714,0,Morgan Murray
30074700000000.0,fraud_Zulauf LLC,personal_care,8.31,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,1993,5487c28bf1ae13411e367488619172f6,1378662894,38.586106,-101.237145,0,Kelsey Richards
377027000000000.0,fraud_Bins-Rice,gas_transport,38.87,Jackie,Davis,F,1898 Parker Fork Apt. 057,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,1974,e4b423932c2031e7fa899bf7c208483c,1372228357,37.388452,-91.331686,0,Jackie Davis
4393520000000.0,fraud_Dare-Gibson,health_fitness,77.65,Charles,Rodriguez,M,240 Tracy Forges,Easton,KS,66020,39.3391,-95.0999,1442,Air broker,1982,5abb1bd034e4faa15ccedd4461c9c798,1378323418,39.01226,-94.340191,0,Charles Rodriguez
4873780000000000.0,fraud_Kuphal-Toy,food_dining,69.54,Elizabeth,Maxwell,F,194 Goodman Fall Apt. 569,Burlington,WA,98233,48.4786,-122.3345,14871,Public house manager,1974,3cdc5133821f6cdb46a83fd2146345da,1371833899,48.15317,-121.789521,0,Elizabeth Maxwell
2252060000000000.0,fraud_Auer LLC,personal_care,82.97,Jason,Hernandez,M,220 Frank Gardens,Hewitt,WI,54441,44.6437,-90.1031,828,Arts development officer,1991,7d1d38bee6cf3a9fe0e1a63679b120fd,1386429512,45.548416,-89.201745,0,Jason Hernandez
341543000000000.0,"fraud_Bradtke, Torp and Bahringer",personal_care,214.88,Billy,Mcdonald,M,304 Ryan Port Suite 335,Camden,MO,64017,39.2048,-94.0259,464,Colour technologist,1959,c49dbd1fe94d99faf713b8f0ae2fda7e,1380574075,39.303733,-93.096371,0,Billy Mcdonald
30044300000000.0,fraud_Bartoletti and Sons,personal_care,70.48,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,1985,6cd6055506053f1bdcd15fdc91b86ed1,1374958143,27.442225,-82.235166,0,Allison Ayala
